,Unnamed: 0,#,Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments,Senator Name,Type,Comment
190,,73,Self,EEM,iShares MSCI Emerging Markets,Purchase,09/21/2015,"$15,001 - $50,000",,The Honorable Robert J Portman (Former Senator),,
191,,74,Self,IXC,iShares Global Energy,Purchase,09/21/2015,"$15,001 - $50,000",,The Honorable Robert J Portman (Former Senator),,
192,,75,Self,OAKLX,Oakmark Select I,Purchase,07/28/2015,"$15,001 - $50,000",,The Honorable Robert J Portman (Former Senator),,
193,,76,Self,OAKLX,Oakmark Select I,Purchase,12/03/2015,"$15,001 - $50,000",,The Honorable Robert J Portman (Former Senator),,
194,,77,Self,SFGIX,Seafarer Overseas Gr and Income Investor,Purchase,09/21/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
195,,78,Self,TSEMX,Touchstone Sands Cptl Emerg Mkts Gr Y,Purchase,09/21/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
196,,79,Self,VDE,Vanguard Energy ETF,Purchase,09/21/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
197,,80,Self,BSFIX,Baron Small Cap Instl,Purchase,12/07/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
198,,81,Self,CISGX,Touchstone Sands Capital Inst Gr,Purchase,12/14/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
199,,82,Self,DFSTX,DFA US Small Cap I,Purchase,12/18/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
200,,83,Self,HAINX,Harbor International Institutional,Purchase,12/21/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
201,,84,Self,OAKIX,Oakmark International I,Purchase,12/21/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
202,,85,Self,POPFX,Prospector Opportunity,Purchase,12/31/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
203,,86,Self,BFRIX,BlackRock Floating Rate Income Instl,Sale (Full),12/15/2015,"$15,001 - $50,000",,The Honorable Robert J Portman (Former Senator),,
204,,87,Self,BSFIX,Baron Small Cap Instl,Sale (Partial),04/16/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
205,,88,Self,DFCEX,DFA Emerging Markets Core Equity I,Sale (Full),09/21/2015,"$15,001 - $50,000",,The Honorable Robert J Portman (Former Senator),,
206,,89,Self,DFSTX,DFA US Small Cap I,Sale (Partial),04/16/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
207,,90,Self,FAIRX,Fairholme,Sale (Full),12/03/2015,"$15,001 - $50,000",,The Honorable Robert J Portman (Former Senator),,
208,,91,Self,GOODX,GoodHaven,Sale (Full),07/28/2015,"$15,001 - $50,000",,The Honorable Robert J Portman (Former Senator),,
209,,92,Self,HAINX,Harbor International Institutional,Sale (Partial),08/18/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
210,,93,Self,MDY,SPDR S&P MidCap 400 ETF,Sale (Partial),04/16/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
211,,94,Self,MDY,SPDR S&P MidCap 400 ETF,Sale (Partial),08/18/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
212,,95,Self,POPFX,Prospector Opportunity,Sale (Partial),04/16/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
213,,96,Self,SDY,SPDR S&P Dividend ETF,Sale (Partial),08/18/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
214,,97,Self,SPY,SPDR S&P 500 ETF,Sale (Partial),04/16/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
215,,98,Self,VWIUX,Vanguard Interm-Term Tx-Ex Adm,Sale (Partial),08/18/2015,"$15,001 - $50,000",,The Honorable Robert J Portman (Former Senator),,
216,,99,Self,VWO,Vanguard FTSE Emerging Markets ETF,Sale (Full),09/21/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
217,,100,Self,VYM,Vanguard High Dividend Yield ETF,Sale (Partial),08/18/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
218,,101,Self,XLE,Energy Select Sector SPDR ETF,Sale (Full),09/21/2015,"$50,001 - $100,000",,The Honorable Robert J Portman (Former Senator),,
219,,102,Child,TSMAX,Touchstone Dynamic Global Allocation A,Purchase,12/30/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
220,,103,Self,--,Shaker Properties LTD,Sale (Full),08/28/2015,"$100,001 - $250,000","Sale of land and building located in Fairborn, OH.",The Honorable Robert J Portman (Former Senator),,
221,,104,Self,NXZ,Nuveen Dividend Advantage Municipal Fund 2,Sale (Partial),03/18/2015,"$1,001 - $15,000",,The Honorable Robert J Portman (Former Senator),,
222,,1,Spouse,MFTAX,Altegris Managed Futures Strategy A,Sale (Full),02/19/2015,"$50,001 - $100,000",,"Wyden, Ron",,
223,,2,Spouse,PAUDX,PIMCO All Asset All Authority D,Sale (Full),02/19/2015,"$15,001 - $50,000",,"Wyden, Ron",,
224,,3,Spouse,PFFAX,Princeton Futures Strategy A,Sale (Full),02/19/2015,"$15,001 - $50,000",,"Wyden, Ron",,
225,,4,Spouse,--,NY NY Transitional Finance,Sale (Full),11/02/2015,"$15,001 - $50,000",liquidation payout,"Wyden, Ron",,
226,,5,Spouse,--,New York St Dorm Auth Rev,Sale (Full),08/17/2015,"$50,001 - $100,000",liquidation payout,"Wyden, Ron",,
227,,6,Spouse,IBMD,iShares iBonds Sep 2015 AMT-Free Muni Bd,Sale (Full),09/08/2015,"$15,001 - $50,000",liquidation payout,"Wyden, Ron",,
228,,7,Spouse,FRA,"BlackRock Floating Rate Income Strategies Fund, In",Sale (Partial),02/26/2015,"$50,001 - $100,000",,"Wyden, Ron",,
229,,8,Spouse,MDLOX,BlackRock Global Allocation Inv A,Sale (Partial),02/26/2015,"$50,001 - $100,000",,"Wyden, Ron",,
230,,9,Spouse,GATEX,Gateway A,Sale (Partial),02/26/2015,"$1,001 - $15,000",,"Wyden, Ron",,
231,,10,Spouse,JHAAX,JHancock Global Absolute Ret Strats A,Sale (Partial),02/26/2015,"$50,001 - $100,000",,"Wyden, Ron",,
232,,11,Spouse,--,AEGFX - American Funds Europacific Growth F1,Purchase,02/27/2015,"$1,001 - $15,000",,"Wyden, Ron",,
233,,12,Spouse,BFRAX,BlackRock Floating Rate Income Inv A,Purchase,02/27/2015,"$1,001 - $15,000",,"Wyden, Ron",,
234,,13,Spouse,CVSIX,Calamos Market Neutral Income A,Purchase,02/27/2015,"$1,001 - $15,000",,"Wyden, Ron",,
235,,14,Spouse,DFISX,DFA International Small Company I,Purchase,02/27/2015,"$1,001 - $15,000",,"Wyden, Ron",,
236,,15,Spouse,DFREX,DFA Real Estate Securities I,Purchase,02/27/2015,"$1,001 - $15,000",,"Wyden, Ron",,
237,,16,Spouse,DFUSX,DFA US Large Company I,Purchase,02/27/2015,"$15,001 - $50,000",,"Wyden, Ron",,
238,,17,Spouse,DFSTX,DFA US Small Cap I,Purchase,02/27/2015,"$1,001 - $15,000",,"Wyden, Ron",,
239,,18,Spouse,DIAMX,Diamond Hill Long-Short A,Purchase,02/27/2015,"$15,001 - $50,000",,"Wyden, Ron",,
240,,19,Spouse,SGENX,First Eagle Global A,Purchase,02/27/2015,"$1,001 - $15,000",,"Wyden, Ron",,
241,,20,Spouse,LPEIX,ALPS|Red Rocks Listed Private Equity I,Purchase,02/27/2015,"$15,001 - $50,000",,"Wyden, Ron",,
242,,21,Spouse,LOTIX,LoCorr Market Trend I,Purchase,02/27/2015,"$15,001 - $50,000",,"Wyden, Ron",,
243,,22,Spouse,MERVX,The Merger Fund VL,Purchase,02/27/2015,"$1,001 - $15,000",,"Wyden, Ron",,
244,,23,Spouse,ODMAX,Oppenheimer Developing Markets A,Purchase,02/27/2015,"$15,001 - $50,000",,"Wyden, Ron",,
245,,24,Spouse,--,New York St Loc Govt Asst Corp Ref,Sale (Partial),04/01/2015,"$15,001 - $50,000",redemption,"Wyden, Ron",,
246,,25,Spouse,CVSIX,Calamos Market Neutral Income A,Purchase,05/18/2015,"$1,001 - $15,000",,"Wyden, Ron",,
247,,26,Spouse,DFUSX,DFA US Large Company I,Purchase,05/18/2015,"$50,001 - $100,000",,"Wyden, Ron",,
248,,27,Spouse,DFREX,DFA Real Estate Securities I,Purchase,05/18/2015,"$15,001 - $50,000",,"Wyden, Ron",,
249,,28,Spouse,DFSTX,DFA US Small Cap I,Purchase,05/18/2015,"$15,001 - $50,000",,"Wyden, Ron",,
250,,29,Spouse,FAGIX,Fidelity Capital & Income,Purchase,05/18/2015,"$1,001 - $15,000",,"Wyden, Ron",,
251,,30,Spouse,SGENX,First Eagle Global A,Purchase,05/18/2015,"$1,001 - $15,000",,"Wyden, Ron",,
252,,31,Spouse,LPEIX,ALPS|Red Rocks Listed Private Equity I,Purchase,05/18/2015,"$15,001 - $50,000",,"Wyden, Ron",,
253,,32,Spouse,LOTIX,LoCorr Market Trend I,Purchase,05/18/2015,"$50,001 - $100,000",,"Wyden, Ron",,
254,,33,Spouse,MERVX,The Merger Fund VL,Purchase,05/18/2015,"$1,001 - $15,000",,"Wyden, Ron",,
255,,34,Spouse,ODMAX,Oppenheimer Developing Markets A,Purchase,05/18/2015,"$15,001 - $50,000",,"Wyden, Ron",,
256,,35,Spouse,IBMF,iShares iBonds Sep 2017 Term Muni Bond,Purchase,05/20/2015,"$50,001 - $100,000",,"Wyden, Ron",,
257,,36,Spouse,IBME,iShares iBonds Sep 2016 Term Muni Bond,Purchase,05/20/2015,"$50,001 - $100,000",,"Wyden, Ron",,
258,,37,Spouse,IBMG,iShares iBonds Sep 2018 Term Muni Bond,Purchase,05/20/2015,"$50,001 - $100,000",,"Wyden, Ron",,
259,,38,Spouse,IBMH,iShares iBonds Sep 2019 Term Muni Bond,Purchase,05/20/2015,"$50,001 - $100,000",,"Wyden, Ron",,
260,,39,Spouse,IBMI,iShares iBonds Sep 2020 Term Muni Bond,Purchase,05/20/2015,"$50,001 - $100,000",,"Wyden, Ron",,
261,,40,Spouse,CVSIX,Calamos Market Neutral Income A,Purchase,06/22/2015,"$1,001 - $15,000",,"Wyden, Ron",,
262,,41,Spouse,DFSTX,DFA US Small Cap I,Purchase,06/22/2015,"$1,001 - $15,000",,"Wyden, Ron",,
263,,42,Spouse,DFREX,DFA Real Estate Securities I,Purchase,06/22/2015,"$15,001 - $50,000",,"Wyden, Ron",,
264,,43,Spouse,DFUSX,DFA US Large Company I,Purchase,06/22/2015,"$50,001 - $100,000",,"Wyden, Ron",,
265,,44,Spouse,DFSTX,DFA US Small Cap I,Purchase,06/22/2015,"$15,001 - $50,000",,"Wyden, Ron",,
266,,45,Spouse,DIAMX,Diamond Hill Long-Short A,Purchase,06/22/2015,"$15,001 - $50,000",,"Wyden, Ron",,
267,,46,Spouse,FAGIX,Fidelity Capital & Income,Purchase,06/22/2015,"$1,001 - $15,000",,"Wyden, Ron",,
268,,47,Spouse,SGENX,First Eagle Global A,Purchase,06/22/2015,"$1,001 - $15,000",,"Wyden, Ron",,
269,,48,Spouse,LPEIX,ALPS|Red Rocks Listed Private Equity I,Purchase,06/22/2015,"$15,001 - $50,000",,"Wyden, Ron",,
270,,49,Spouse,LOTIX,LoCorr Market Trend I,Purchase,06/22/2015,"$50,001 - $100,000",,"Wyden, Ron",,
271,,50,Spouse,MERVX,The Merger Fund VL,Purchase,06/22/2015,"$1,001 - $15,000",,"Wyden, Ron",,
272,,51,Spouse,ODMAX,Oppenheimer Developing Markets A,Purchase,06/22/2015,"$15,001 - $50,000",,"Wyden, Ron",,
273,,52,Spouse,IBMF,iShares iBonds Sep 2017 Term Muni Bond,Purchase,06/24/2015,"$50,001 - $100,000",,"Wyden, Ron",,
274,,53,Spouse,IBME,iShares iBonds Sep 2016 Term Muni Bond,Purchase,06/24/2015,"$50,001 - $100,000",,"Wyden, Ron",,
275,,54,Spouse,IBMH,iShares iBonds Sep 2019 Term Muni Bond,Purchase,06/24/2015,"$50,001 - $100,000",,"Wyden, Ron",,
276,,55,Spouse,IBMI,iShares iBonds Sep 2020 Term Muni Bond,Purchase,06/24/2015,"$50,001 - $100,000",,"Wyden, Ron",,
277,,56,Self,FRNMX,Salient Frontier Strategy Instl,Sale (Full),12/02/2015,"$1,001 - $15,000","incorrectly reported as ""FRONX"" as an asset in 2014","Wyden, Ron",,
278,,57,Self,FEUGX,Federated Adjustable Rate Secs Instl,Sale (Full),04/06/2015,"$1,001 - $15,000",,"Wyden, Ron",,
279,,58,Self,FMUSX,Federated Municipal Ultrashort Instl,Sale (Full),04/21/2015,"$1,001 - $15,000",,"Wyden, Ron",,
280,,59,Self,FIHBX,Federated Instl High Yield Bond Instl,Sale (Full),04/21/2015,"$1,001 - $15,000",,"Wyden, Ron",,
281,,60,Self,PFORX,PIMCO Foreign Bond (USD-Hedged) I,Sale (Full),04/21/2015,"$1,001 - $15,000",,"Wyden, Ron",,
282,,61,Self,PELBX,PIMCO Emerging Local Bond Instl,Sale (Full),12/23/2015,"$1,001 - $15,000",,"Wyden, Ron",,
283,,62,Self,VWALX,Vanguard High-Yield Tax-Exempt Adm,Sale (Full),04/21/2015,"$1,001 - $15,000",,"Wyden, Ron",,
284,,63,Self,--,OR State Dept COPS-B,Sale (Full),11/01/2015,"$15,001 - $50,000",bond was pre-refunded and called in full,"Wyden, Ron",,
285,,64,Self,GAFYX,Natixis ASG Global Alternatives Y,Purchase,07/07/2015,"$15,001 - $50,000",,"Wyden, Ron",,
286,,65,Self,NVHIX,Nuveen Short Duration Hi Yld Muni Bd I,Purchase,04/21/2015,"$15,001 - $50,000",,"Wyden, Ron",,
287,,66,Self,GICIX,Goldman Sachs Intl Sm Cp Insghts Instl,Purchase,11/13/2015,"$1,001 - $15,000",,"Wyden, Ron",,
288,,67,Self,EEM,iShares MSCI Emerging Markets,Purchase,12/31/2015,"$1,001 - $15,000",,"Wyden, Ron",,
289,,68,Self,FM,iShares MSCI Frontier 100,Purchase,12/02/2015,"$1,001 - $15,000",,"Wyden, Ron",,
290,,69,Self,POSIX,Principal Global Real Estate Sec Instl,Purchase,07/07/2015,"$1,001 - $15,000",,"Wyden, Ron",,
291,,70,Self,VWLUX,Vanguard Long-Term Tax-Exempt Adm,Purchase,04/21/2015,"$15,001 - $50,000",,"Wyden, Ron",,
292,,71,Self,VWSUX,Vanguard Short-Term Tx-Ex Adm,Purchase,04/21/2015,"$15,001 - $50,000",,"Wyden, Ron",,
293,,1,Spouse,--,West Virginia Growth Investment LLC  Company: PECA Labs Inc.  Description: A medical device company focused on bringing new solutions to underserved populations.,,04/14/2015,"$1,001 - $15,000",,"Manchin, Joe",Purchase,Underlying asset of West Virginia Growth Investment LLC
294,,2,Spouse,--,West Virginia Growth Investment LLC  Company: VCalc LLC  Description: Social media productivity company that is building a calculator for the web and mobile devices.,,04/14/2015,"$1,001 - $15,000",,"Manchin, Joe",Purchase,Underlying asset of West Virginia Growth Investment LLC
295,,3,Spouse,--,West Virginia Growth Investment LLC  Company: Care 24/7 LLC  Description: A health care service and technology company that coordinates and explains treatment recommendations for patients with serious illnesses.,,05/12/2015,"$1,001 - $15,000",,"Manchin, Joe",Purchase,Underlying asset of West Virginia Growth Investment LLC
296,,1,Spouse,DGSIX,DFA Global Allocation 60/40 I,Purchase,06/01/2015,"$1,001 - $15,000",Fidelity IRA Rollver,"Manchin, Joe",,
297,,2,Self,DFCEX,DFA Emerging Markets Core Equity I,Purchase,07/24/2015,"$1,001 - $15,000",Fidelity Individual Account,"Manchin, Joe",,
298,,3,Self,DFISX,DFA International Small Company I,Purchase,07/24/2015,"$1,001 - $15,000",Fidelity Individual Account,"Manchin, Joe",,
299,,4,Self,DISVX,DFA International Small Cap Value I,Purchase,07/24/2015,"$1,001 - $15,000",Fidelity Individual Account,"Manchin, Joe",,
300,,5,Self,--,Sallie Mae Bank CD 0.80% 11/20/2015,Sale (Full),11/20/2015,"$15,001 - $50,000",Bond maturity - Fidelity Individual Account,"Manchin, Joe",,
301,,6,Self,--,American Express Centurion Bank CD 2.30% 11/25/2020,Purchase,11/24/2015,"$15,001 - $50,000",Fidelity Individual Account,"Manchin, Joe",,
302,,7,Self,DFEMX,DFA Emerging Markets I,Purchase,12/23/2015,"$15,001 - $50,000",Fidelity Individual Account,"Manchin, Joe",,
303,,8,Self,DFEVX,DFA Emerging Markets Value I,Purchase,12/23/2015,"$15,001 - $50,000",Fidelity Individual Account,"Manchin, Joe",,
304,,9,Self,DTMIX,DFA Tax-Managed International Value,Purchase,12/23/2015,"$1,001 - $15,000",Fidelity Individual Account,"Manchin, Joe",,
305,,10,Self,DFCEX,DFA Emerging Markets Core Equity I,Sale (Full),12/23/2015,"$50,001 - $100,000",Fidelity Individual Account,"Manchin, Joe",,
306,,11,Self,DFGFX,DFA Two-Year Global Fixed-Income I,Sale (Full),07/24/2015,"$15,001 - $50,000",Fidelity IRA SEP,"Manchin, Joe",,
307,,12,Self,DFUVX,DFA US Large Cap Value III,Sale (Partial),07/24/2015,"$1,001 - $15,000",Fidelity IRA SEP,"Manchin, Joe",,
308,,13,Self,VFIAX,Vanguard 500 Index Admiral,Sale (Partial),07/24/2015,"$1,001 - $15,000",Fidelity IRA SEP,"Manchin, Joe",,
309,,14,Self,--,Goldman Sachs Bank CD 2.50% 07/22/2021,Purchase,07/27/2015,"$50,001 - $100,000",Fidelity IRA SEP,"Manchin, Joe",,
310,,15,Self,--,Goldman Sachs Bank CD 1.15% 09/28/2015,Sale (Full),09/28/2015,"$50,001 - $100,000",Bond Maturity - Fidelity IRA SEP,"Manchin, Joe",,
311,,16,Self,--,Goldman Sachs Bank CD 2.45% 09/30/2021,Purchase,10/05/2015,"$50,001 - $100,000",Fidelity IRA SEP,"Manchin, Joe",,
312,,17,Self,--,GE Capital Bank Inc CD 1.10% 05/26/2015,Sale (Full),05/26/2015,"$50,001 - $100,000",Bond maturity - Fidelity Traditional IRA,"Manchin, Joe",,
313,,18,Self,--,American Express Centurion Bank CD 2.05% 05/28/2020,Purchase,06/01/2015,"$50,001 - $100,000",Fidelity Traditional IRA,"Manchin, Joe",,
314,,1,Self,ARIDX,ASTON/River Road Dividend All Cap Val I,Purchase,04/15/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
315,,2,Self,CAIFX,American Funds Capital Income Bldr F2,Purchase,04/17/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
316,,3,Self,EPSPX,MainStay Epoch Global Equity Yield A,Purchase,04/17/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
317,,4,Self,FRIAX,Franklin Income Adv,Purchase,04/17/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
318,,5,Self,JDEZX,Prudential Jennison Equity Income Z,Purchase,04/17/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
319,,6,Self,MMUFX,MFS Utilities A,Purchase,04/17/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
320,,7,Self,PMDPX,Principal Small-MidCap Dividend Inc P,Purchase,04/17/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
321,,8,Self,PPSPX,Principal Preferred Securities P,Purchase,04/17/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
322,,9,Self,RRGAX,Deutsche Global Real Estate Secs A,Purchase,04/17/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
323,,10,Self,SOPAX,ClearBridge Dividend Strategy A,Purchase,04/17/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
324,,11,Self,SVAIX,Federated Strategic Value Dividend Instl,Purchase,04/17/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
325,,12,Self,IGFFX,American Funds Intl Gr and Inc F2,Purchase,11/19/2015,"$15,001 - $50,000",,"Grassley, Charles E.",,
326,,13,Self,SOPAX,ClearBridge Dividend Strategy A,Sale (Full),11/19/2015,"$15,001 - $50,000",,"Grassley, Charles E.",,
327,,14,Self,SVAIX,Federated Strategic Value Dividend Instl,Purchase,12/04/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
328,,15,Self,EPSPX,MainStay Epoch Global Equity Yield A,Purchase,12/10/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
329,,16,Self,ARIDX,ASTON/River Road Dividend All Cap Val I,Sale (Partial),12/10/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
330,,17,Self,GNEIX,Geneva Advisors Equity Income I,Sale (Partial),12/10/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
331,,18,Self,CAIFX,American Funds Capital Income Bldr F2,Sale (Partial),12/14/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
332,,19,Self,EPSPX,MainStay Epoch Global Equity Yield A,Sale (Partial),12/14/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
333,,20,Self,FRIAX,Franklin Income Adv,Sale (Partial),12/14/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
334,,21,Self,IGFFX,American Funds Intl Gr and Inc F2,Sale (Partial),01/14/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
335,,22,Self,JDEZX,Prudential Jennison Equity Income Z,Sale (Partial),12/14/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
336,,23,Self,MMUFX,MFS Utilities A,Purchase,12/14/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
337,,24,Self,PMDPX,Principal Small-MidCap Dividend Inc P,Sale (Partial),12/14/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
338,,25,Self,PPSPX,Principal Preferred Securities P,Sale (Partial),12/14/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
339,,26,Self,RRGAX,Deutsche Global Real Estate Secs A,Sale (Partial),12/14/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
340,,27,Self,SVAIX,Federated Strategic Value Dividend Instl,Sale (Partial),12/14/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
341,,28,Self,JDEZX,Prudential Jennison Equity Income Z,Purchase,12/21/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
342,,29,Self,MMUFX,MFS Utilities A,Purchase,12/23/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
343,,30,Self,ARIDX,ASTON/River Road Dividend All Cap Val I,Purchase,12/31/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
344,,31,Joint,FLMVX,JPMorgan Mid Cap Value Instl,Sale (Partial),02/18/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
345,,32,Joint,JLPSX,JPMorgan US Large Cap Core Plus Select,Purchase,02/20/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
346,,33,Joint,PEGZX,Prudential Jennison Mid Cap Growth Z,Sale (Partial),02/20/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
347,,34,Joint,CISMX,Clarkston Partners Institutional,Purchase,11/18/2015,"$15,001 - $50,000",,"Grassley, Charles E.",,
348,,35,Joint,EXEYX,Manning & Napier Equity Series,Sale (Full),11/18/2015,"$15,001 - $50,000",,"Grassley, Charles E.",,
349,,36,Joint,JLPSX,JPMorgan US Large Cap Core Plus Select,Purchase,11/18/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
350,,37,Joint,NBGNX,Neuberger Berman Genesis Inv,Sale (Full),11/17/2015,"$15,001 - $50,000",,"Grassley, Charles E.",,
351,,38,Joint,MFRFX,MFS Research A,Purchase,11/20/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
352,,39,Joint,JLPSX,JPMorgan US Large Cap Core Plus Select,Purchase,12/14/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
353,,40,Joint,ACINX,Columbia Acorn International Z,Purchase,12/16/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
354,,41,Joint,AQMNX,AQR Managed Futures Strategy N,Sale (Partial),12/16/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
355,,42,Joint,BIAGX,Brown Advisory Growth Equity Inv,Sale (Partial),12/16/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
356,,43,Joint,CISMX,Clarkston Partners Institutional,Purchase,12/16/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
357,,44,Joint,FLMVX,JPMorgan Mid Cap Value Instl,Purchase,12/16/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
358,,45,Joint,JLPSX,JPMorgan US Large Cap Core Plus Select,Purchase,12/16/2015,"$1,001 - $15,000",,"Grassley, Charles E.",,
