,Unnamed: 0,#,Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments,Senator Name,Type,Comment
357,,194,Spouse,SCG,SCANA Corp. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
358,,195,Spouse,SBGI,Sinclair Broadcast Group Inc. (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
359,,196,Spouse,SNA,Snap-on Inc. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
360,,197,Spouse,VR,"Validus Holdings, Ltd. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
361,,198,Spouse,TUP,Tupperware Brands Corporation (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
362,,199,Spouse,TAL,"TAL International Group, Inc. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
363,,200,Spouse,TFX,Teleflex Incorporated (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
364,,201,Spouse,VVC,Vectren Corporation (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
365,,202,Spouse,WASH,Washington Trust Bancorp Inc. (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
366,,203,Spouse,WIN,"Windstream Holdings, Inc. (NASDAQ)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
367,,204,Spouse,UTX,United Technologies Corp. (NYSE),Purchase,06/18/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
368,,205,Spouse,GE,General Electric Company (NYSE),Purchase,06/18/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
369,,206,Spouse,LBTYA,Liberty Global plc (NASDAQ),Sale (Partial),06/18/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
370,,207,Spouse,FCX,Freeport-McMoRan Copper & Gold Inc. (NYSE),Sale (Full),06/20/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
371,,208,Spouse,ALL,The Allstate Corporation (NYSE),Purchase,06/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
372,,209,Spouse,AIG,"American International Group, Inc. (NYSE)",Purchase,06/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
373,,210,Spouse,WFC,Wells Fargo & Company (NYSE),Purchase,06/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
374,,211,Spouse,C,Citigroup Inc. (NYSE),Sale (Partial),06/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
375,,212,Spouse,LOW,Lowe's Companies Inc. (NYSE),Sale (Partial),06/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
376,,213,Spouse,ORCL,Oracle Corporation (NYSE),Sale (Full),06/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
377,,214,Spouse,CME,CME Group Inc. (NASDAQ),Purchase,06/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
378,,215,Spouse,BLK,"BlackRock, Inc. (NYSE)",Sale (Full),06/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
379,,216,Spouse,WMB,"Williams Companies, Inc. (NYSE)",Sale (Full),06/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
380,,217,Spouse,ALL,The Allstate Corporation (NYSE),Purchase,06/26/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
381,,218,Spouse,WY,Weyerhaeuser Co. (NYSE),Purchase,06/27/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
382,,219,Spouse,MSFT,Microsoft Corporation (NASDAQ),Purchase,06/27/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
383,,220,Spouse,ALL,The Allstate Corporation (NYSE),Purchase,07/08/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
384,,221,Spouse,WFC,Wells Fargo & Company (NYSE),Purchase,07/08/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
385,,222,Spouse,QCOM,QUALCOMM Incorporated (NASDAQ),Sale (Partial),07/08/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
386,,223,Spouse,NWS,News Corporation (NASDAQ),Purchase,07/10/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
387,,224,Spouse,GM,General Motors Company (NYSE),Purchase,07/15/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
388,,225,Spouse,QCOM,QUALCOMM Incorporated (NASDAQ),Sale (Full),07/15/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
389,,226,Spouse,SLB,Schlumberger Limited (NYSE),Purchase,07/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
390,,227,Spouse,MSFT,Microsoft Corporation (NASDAQ),Sale (Full),07/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
391,,228,Spouse,PBCT,People's United Financial Inc. (NASDAQ),Sale (Partial),07/18/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
392,,229,Spouse,BAC,Bank of America Corporation (NYSE),Purchase,07/18/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
393,,230,Spouse,EBAY,eBay Inc. (NASDAQ),Sale (Partial),07/18/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
394,,231,Spouse,MMM,3M Company (NYSE),Sale (Partial),07/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
395,,232,Spouse,BHP,BHP Billiton Limited (NYSE),Sale (Partial),07/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
396,,233,Spouse,NWL,Newell Rubbermaid Inc. (NYSE),Purchase,07/30/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
397,,234,Spouse,IBM,International Business Machines Corporation (NYSE),Sale (Full),08/07/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
398,,235,Spouse,SCG,SCANA Corp. (NYSE),Sale (Full),08/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
399,,236,Spouse,BIIB,Biogen Idec Inc. (NASDAQ),Sale (Partial),08/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
400,,237,Spouse,AMT,American Tower Corporation (NYSE),Sale (Partial),08/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
401,,238,Spouse,M,"Macy's, Inc. (NYSE)",Purchase,08/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
402,,239,Spouse,TXN,Texas Instruments Inc. (NASDAQ),Purchase,08/15/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
403,,240,Spouse,--,Miami Dade Cnty FL Trans Sys,Sale (Full),08/15/2013,"$15,001 - $50,000",,"Collins, Susan M.",,
404,,241,Spouse,ACE,ACE Limited (NYSE),Purchase,08/14/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
405,,242,Spouse,--,Alps ETF TR ALERIAN MLP,Purchase,08/14/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
406,,243,Spouse,GIS,"General Mills, Inc. (NYSE)",Sale (Partial),08/15/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
407,,244,Spouse,PM,"Philip Morris International, Inc. (NYSE)",Sale (Full),08/27/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
408,,245,Spouse,--,Minnesota St SR A,Purchase,08/23/2013,"$15,001 - $50,000",,"Collins, Susan M.",,
409,,246,Spouse,TEL,TE Connectivity Ltd. (NYSE),Purchase,08/20/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
410,,247,Spouse,GM,General Motors Company (NYSE),Purchase,09/04/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
411,,248,Spouse,OXY,Occidental Petroleum Corporation (NYSE),Purchase,09/04/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
412,,249,Spouse,INTC,Intel Corporation (NASDAQ),Purchase,09/04/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
413,,250,Spouse,TOT,Total SA (NYSE),Sale (Partial),08/28/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
414,,251,Spouse,LVS,Las Vegas Sands Corp. (NYSE),Purchase,08/30/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
415,,252,Spouse,MOLX,Molex Incorporated (NASDAQ),Sale (Partial),09/10/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
416,,253,Spouse,TXN,Texas Instruments Inc. (NASDAQ),Purchase,09/10/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
417,,254,Spouse,WMT,Wal-Mart Stores Inc. (NYSE),Purchase,09/10/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
418,,255,Spouse,M,"Macy's, Inc. (NYSE)",Sale (Full),09/12/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
419,,256,Spouse,TEL,TE Connectivity Ltd. (NYSE),Purchase,09/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
420,,257,Spouse,CVS,CVS Caremark Corporation (NYSE),Sale (Partial),09/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
421,,258,Spouse,BA,The Boeing Company (NYSE),Purchase,09/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
422,,259,Spouse,C,Citigroup Inc. (NYSE),Purchase,09/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
423,,260,Spouse,C,Citigroup Inc. (NYSE),Purchase,09/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
424,,261,Spouse,JPM,JPMorgan Chase & Co. (NYSE),Sale (Partial),09/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
425,,262,Spouse,BA,The Boeing Company (NYSE),Purchase,09/23/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
426,,263,Spouse,ADP,"Automatic Data Processing, Inc. (NASDAQ)",Sale (Partial),09/23/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
427,,264,Spouse,AMZN,Amazon.com Inc. (NASDAQ),Purchase,09/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
428,,265,Spouse,WFC,Wells Fargo & Company (NYSE),Sale (Full),09/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
429,,266,Spouse,HON,Honeywell International Inc. (NYSE),Purchase,10/07/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
430,,267,Spouse,MOLXA,Molex Incorporated (NASDAQ),Sale (Full),10/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
431,,268,Spouse,CVX,Chevron Corporation (NYSE),Purchase,10/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
432,,269,Spouse,LNKD,LinkedIn Corporation (NYSE),Purchase,10/10/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
433,,270,Spouse,CRM,"Salesforce.com, Inc (NYSE)",Purchase,10/10/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
434,,271,Spouse,GOOG,Google Inc. (NASDAQ),Sale (Partial),10/10/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
435,,272,Spouse,EBAY,eBay Inc. (NASDAQ),Sale (Partial),10/17/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
436,,273,Spouse,UNP,Union Pacific Corporation (NYSE),Sale (Partial),10/17/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
437,,274,Spouse,JNJ,Johnson & Johnson (NYSE),Purchase,10/23/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
438,,275,Spouse,VZ,Verizon Communications Inc. (NYSE),Purchase,10/23/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
439,,276,Spouse,EMC,EMC Corporation (NYSE),Sale (Partial),10/23/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
440,,277,Spouse,GS,"The Goldman Sachs Group, Inc. (NYSE)",Sale (Partial),10/23/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
441,,278,Spouse,JPM,JPMorgan Chase & Co. (NYSE),Sale (Partial),10/23/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
442,,279,Spouse,ESRX,Express Scripts Holding Company (NASDAQ),Sale (Partial),10/25/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
443,,280,Spouse,AAPL,Apple Inc. (NASDAQ),Purchase,10/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
444,,281,Spouse,TEL,TE Connectivity Ltd. (NYSE),Purchase,10/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
445,,282,Spouse,ABC,AmerisourceBergen Corporation (NYSE),Sale (Partial),10/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
446,,283,Spouse,HD,"The Home Depot, Inc. (NYSE)",Sale (Partial),10/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
447,,284,Spouse,AAPL,Apple Inc. (NASDAQ),Purchase,10/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
448,,285,Spouse,VZ,Verizon Communications Inc. (NYSE),Purchase,10/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
449,,286,Spouse,ABC,AmerisourceBergen Corporation (NYSE),Sale (Full),10/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
450,,287,Spouse,CSCO,"Cisco Systems, Inc. (NASDAQ)",Sale (Partial),10/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
451,,288,Spouse,XTXI,Crosstex Energy Inc. (NASDAQ),Sale (Partial),10/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
452,,289,Spouse,AIG,"American International Group, Inc. (NYSE)",Sale (Partial),11/01/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
453,,290,Spouse,BMY,Bristol-Myers Squibb Company (NYSE),Purchase,10/28/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
454,,291,Spouse,HAL,Halliburton Company (NYSE),Purchase,11/07/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
455,,292,Spouse,APC,Anadarko Petroleum Corporation (NYSE),Sale (Partial),11/07/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
456,,293,Spouse,CSCO,"Cisco Systems, Inc. (NASDAQ)",Sale (Partial),11/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
457,,294,Spouse,HON,Honeywell International Inc. (NYSE),Purchase,11/20/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
458,,295,Spouse,HOT,Starwood Hotels & Resorts Worldwide Inc. (NYSE),Purchase,11/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
459,,296,Spouse,CSCO,"Cisco Systems, Inc. (NASDAQ)",Sale (Full),11/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
460,,297,Spouse,REGN,"Regeneron Pharmaceuticals, Inc. (NASDAQ)",Purchase,11/29/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
461,,298,Spouse,YHOO,Yahoo! Inc. (NASDAQ),Purchase,11/29/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
462,,299,Spouse,YHOO,Yahoo! Inc. (NASDAQ),Purchase,12/10/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
463,,300,Spouse,APC,Anadarko Petroleum Corporation (NYSE),Sale (Full),12/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
464,,301,Spouse,HOT,Starwood Hotels & Resorts Worldwide Inc. (NYSE),Purchase,12/23/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
465,,302,Spouse,SLB,Schlumberger Limited (NYSE),Sale (Partial),12/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
466,,303,Spouse,SLB,Schlumberger Limited (NYSE),Sale (Partial),12/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
467,,304,Spouse,BIIB,Biogen Idec Inc. (NASDAQ),Purchase,12/27/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
468,,305,Spouse,--,"Real estate, Shady Side, MD",Sale (Full),10/04/2013,"$500,001 - $1,000,000",No gain on sale of principal residence,"Collins, Susan M.",,
469,,306,Self,--,"Real estate, Bangor, ME",Sale (Full),07/23/2013,"$250,001 - $500,000",No gain on sale of principal residence,"Collins, Susan M.",,
470,,307,Spouse,--,Carroll Cnty MD BE/R,Sale (Full),11/01/2013,"$15,001 - $50,000",No gain or loss on sale; basis = proceeds,"Collins, Susan M.",,
471,,308,Spouse,GU9.BE,GUESS? (Berlin),Purchase,06/13/2013,"$1,001 - $15,000",This holding is actually for GUESS ? INC; unable to enter as GES,"Collins, Susan M.",,
472,,309,Spouse,KMB,Kimberly-Clark Corporation (NYSE),Purchase,08/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
473,,310,Spouse,AAPL,Apple Inc. (NASDAQ),Sale (Partial),01/07/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
474,,311,Spouse,BA,The Boeing Company (NYSE),Purchase,09/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
475,,312,Spouse,ESV,Ensco plc (NYSE),Sale (Full),08/29/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
476,,1,Self,DIFIX,MFS Diversified Income I (NASDAQ),Purchase,01/16/2013,"$15,001 - $50,000",Purchase of shares in mutual fund held as part of Morgan Stanley IRA,"Kaine, Tim",,
477,,1,Self,WARDX,Wells Fargo Advantage Absolute Ret Adm (NASDAQ),Purchase,03/27/2013,"$1,001 - $15,000","Purchase price: $5,000.00","Crapo, Michael D.",,
478,,2,Self,VAPIX,Virtus Premium AlphaSector I (NASDAQ),Sale (Partial),03/27/2013,"$1,001 - $15,000","Sale price: $5,000.00","Crapo, Michael D.",,
479,,3,Self,FDSAX,SunAmerica Focused Dividend Strategy A (NASDAQ),Purchase,04/03/2013,"$1,001 - $15,000","Purchase price: $11,987.00.","Crapo, Michael D.",,
480,,4,Self,WFPDX,Wells Fargo Advantage Prem Lg Co Gr Adm (NASDAQ),Purchase,04/03/2013,"$1,001 - $15,000","Purchase price: $11,991.00.","Crapo, Michael D.",,
481,,5,Self,TGBAX,Templeton Global Bond Adv (NASDAQ),Purchase,04/03/2013,"$15,001 - $50,000","Purchase price: $20,500.00.","Crapo, Michael D.",,
482,,6,Self,NEZYX,Loomis Sayles Strategic Income Y (NASDAQ),Purchase,04/03/2013,"$15,001 - $50,000","Purchase price: $15,000.01.","Crapo, Michael D.",,
483,,7,Self,DPFFX,Delaware Diversified Income Instl (NASDAQ),Sale (Full),04/03/2013,"$15,001 - $50,000","Sale price: $15,308.34.","Crapo, Michael D.",,
484,,8,Self,VAPIX,Virtus Premium AlphaSector I (NASDAQ),Sale (Partial),04/03/2013,"$1,001 - $15,000","Sale price: $6,000.00.","Crapo, Michael D.",,
485,,9,Self,LDLFX,Lord Abbett Short Duration Income F (NASDAQ),Sale (Full),04/03/2013,"$15,001 - $50,000","Sale price: $20,561.53.","Crapo, Michael D.",,
486,,10,Self,SPLV,PowerShares S&P 500 Low Volatility,Sale (Full),04/03/2013,"$15,001 - $50,000","Sale price: $18,075.46.","Crapo, Michael D.",,
487,,11,Self,GSZIX,Goldman Sachs Strategic Income Instl (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $13,806.59.","Crapo, Michael D.",,
488,,12,Self,OIGYX,Oppenheimer International Growth Y (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $2,732.07.","Crapo, Michael D.",,
489,,13,Self,PAUPX,PIMCO All Asset All Authority P (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $12,414.32.","Crapo, Michael D.",,
490,,14,Self,UMBMX,Scout Mid Cap (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $6,906.05.","Crapo, Michael D.",,
491,,15,Self,TTRZX,Templeton Global Total Return Adv (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Puprchase price: $13,806.58.","Crapo, Michael D.",,
492,,16,Self,OAKIX,Oakmark International I (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $2,732.05.","Crapo, Michael D.",,
493,,17,Self,WFPDX,Wells Fargo Advantage Prem Lg Co Gr Adm (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $1,034.51.","Crapo, Michael D.",,
494,,18,Self,WARDX,Wells Fargo Advantage Absolute Ret Adm (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $8,666.96.","Crapo, Michael D.",,
495,,19,Self,EIGMX,Eaton Vance Glbl Macr Absolute Return I (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $7,546.64.","Crapo, Michael D.",,
496,,20,Self,VAPIX,Virtus Premium AlphaSector I (NASDAQ),Sale (Partial),05/31/2013,"$1,001 - $15,000",Sale price: $2.031.96.,"Crapo, Michael D.",,
497,,21,Self,TGBAX,Templeton Global Bond Adv (NASDAQ),Sale (Full),05/31/2013,"$15,001 - $50,000","Sale price: $25,788.19.","Crapo, Michael D.",,
498,,22,Self,NEZYX,Loomis Sayles Strategic Income Y (NASDAQ),Sale (Full),05/31/2013,"$15,001 - $50,000","Sale price: $32,378.73.","Crapo, Michael D.",,
499,,23,Self,FMO,Fiduciary/Claymore MLP Opportun (NYSE),Sale (Full),05/31/2013,"$1,001 - $15,000","Sale price: $5,918.86.","Crapo, Michael D.",,
500,,24,Self,GLD,SPDR Gold Shares,Sale (Full),05/31/2013,"$1,001 - $15,000","Sale price: $1,889.43.","Crapo, Michael D.",,
501,,25,Self,LDLFX,Lord Abbett Short Duration Income F (NASDAQ),Purchase,09/30/2013,"$1,001 - $15,000","Purchase price: $6,840.08.","Crapo, Michael D.",,
502,,26,Self,RSDYX,RS Low Duration Bond Y (NASDAQ),Sale (Full),09/30/2013,"$1,001 - $15,000","Sale price: $6,840.08.","Crapo, Michael D.",,
503,,27,Spouse,EIGMX,Eaton Vance Glbl Macr Absolute Return I (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $1,977.07.","Crapo, Michael D.",,
504,,28,Spouse,GSZIX,Goldman Sachs Strategic Income Instl (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $2,476.54.","Crapo, Michael D.",,
505,,29,Spouse,PAUDX,PIMCO All Asset All Authority D (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $2,226.80.","Crapo, Michael D.",,
506,,30,Spouse,RSDYX,RS Low Duration Bond Y (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $1,238.27.","Crapo, Michael D.",,
507,,31,Spouse,UMBMX,Scout Mid Cap (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $1,238.76.","Crapo, Michael D.",,
508,,32,Spouse,FDSAX,SunAmerica Focused Dividend Strategy A (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $2,477.51.","Crapo, Michael D.",,
509,,33,Spouse,TTRZX,Templeton Global Total Return Adv (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $2,476.55.","Crapo, Michael D.",,
510,,34,Spouse,VAPIX,Virtus Premium AlphaSector I (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $3,961.32.","Crapo, Michael D.",,
511,,35,Spouse,WFPDX,Wells Fargo Advantage Prem Lg Co Gr Adm (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $2,477.52.","Crapo, Michael D.",,
512,,36,Spouse,WARDX,Wells Fargo Advantage Absolute Ret Adm (NASDAQ),Purchase,05/31/2013,"$1,001 - $15,000","Purchase price: $2,469.00.","Crapo, Michael D.",,
513,,37,Spouse,CGRIX,Calamos Growth I (NASDAQ),Sale (Full),05/31/2013,"$1,001 - $15,000","Sale price: $6,195.05.","Crapo, Michael D.",,
514,,38,Spouse,PTTPX,PIMCO Total Return P (NASDAQ),Sale (Full),05/31/2013,"$1,001 - $15,000","Sale price: $6,189.54.","Crapo, Michael D.",,
515,,39,Spouse,GFFFX,American Funds Growth Fund of Amer F2 (NASDAQ),Sale (Full),05/31/2013,"$1,001 - $15,000","Sale price: $6,189.54.","Crapo, Michael D.",,
516,,40,Spouse,LDLFX,Lord Abbett Short Duration Income F (NASDAQ),Purchase,09/30/2013,"$1,001 - $15,000","Purchase price: $1,222.58.","Crapo, Michael D.",,
517,,41,Spouse,RSDYX,RS Low Duration Bond Y (NASDAQ),Sale (Full),09/30/2013,"$1,001 - $15,000","Sale price: $1,222.58.","Crapo, Michael D.",,
518,,42,Self,VAPIX,Virtus Premium AlphaSector I (NASDAQ),Sale (Partial),03/26/2013,"$1,001 - $15,000","Sale amount: $4,997.51; gain: $504.21.","Crapo, Michael D.",,
519,,43,Self,GLD,SPDR Gold Shares,Sale (Partial),04/15/2013,"$1,001 - $15,000","Sale amount: $1,723.71; Gain: $392.52.","Crapo, Michael D.",,
520,,44,Self,SPLV,PowerShares S&P 500 Low Volatility,Sale (Partial),04/03/2013,"$1,001 - $15,000","Sale amount: $9,301.26; Gain: $817.29.","Crapo, Michael D.",,
521,,45,Self,SPLV,PowerShares S&P 500 Low Volatility,Sale (Full),04/03/2013,"$1,001 - $15,000","Sale amount: $7,994.75; Gain: $779.45.","Crapo, Michael D.",,
522,,46,Self,DPFFX,Delaware Diversified Income Instl (NASDAQ),Sale (Full),04/03/2013,"$1,001 - $15,000","Sale amount: $14,837.43; LOSS: -$159.21.","Crapo, Michael D.",,
523,,47,Self,VAPIX,Virtus Premium AlphaSector I (NASDAQ),Sale (Partial),04/03/2013,"$1,001 - $15,000","Sale amount: $5,998.86; Gain: $575.46.","Crapo, Michael D.",,
524,,48,Self,VAPIX,Virtus Premium AlphaSector I (NASDAQ),Sale (Partial),04/03/2013,"$15,001 - $50,000","Sale amount: $20,086.56; Gain: $86.58.","Crapo, Michael D.",,
525,,49,Self,FMO,Fiduciary/Claymore MLP Opportun (NYSE),Sale (Partial),05/31/2013,"$1,001 - $15,000","Sale amount: $2,723.72; Gain: $425.91.","Crapo, Michael D.",,
526,,50,Self,FMO,Fiduciary/Claymore MLP Opportun (NYSE),Sale (Full),05/31/2013,"$1,001 - $15,000","Sale amount: $2,701.77; Gain: $493.37.","Crapo, Michael D.",,
527,,51,Self,GLD,SPDR Gold Shares,Sale (Partial),05/31/2013,"$1,001 - $15,000","Sale amount: $2,022.06; Gain: $266.66.","Crapo, Michael D.",,
528,,52,Self,TGBAX,Templeton Global Bond Adv (NASDAQ),Sale (Partial),05/31/2013,"$1,001 - $15,000","Sale amount: $5,042.59; Gain: $45.59.","Crapo, Michael D.",,
529,,53,Self,TGBAX,Templeton Global Bond Adv (NASDAQ),Sale (Partial),05/31/2013,"$15,001 - $50,000","Sale amount: $20,303.13; LOSS: -$183.57.","Crapo, Michael D.",,
530,,54,Self,TGBAX,Templeton Global Bond Adv (NASDAQ),Sale (Full),05/31/2013,"$15,001 - $50,000","Sale amount: $16,192.32; Gain: $1,202.40.","Crapo, Michael D.",,
531,,55,Self,NEZYX,Loomis Sayles Strategic Income Y (NASDAQ),Sale (Partial),05/31/2013,"$15,001 - $50,000","Sale amount: $15,368.17; Gain: $380.41.","Crapo, Michael D.",,
532,,56,Self,RSDYX,RS Low Duration Bond Y (NASDAQ),Sale (Partial),09/30/2013,"$1,001 - $15,000","Sale amount: $5,905.78; LOSS: -$64.14.","Crapo, Michael D.",,
533,,1,Spouse,ADBE,Adobe Systems Inc. (NASDAQ),Sale (Full),05/07/2013,"$1,001 - $15,000",,"Wyden, Ron",,
534,,2,Spouse,AXP,American Express Company (NYSE),Sale (Full),05/07/2013,"$1,001 - $15,000",,"Wyden, Ron",,
535,,3,Spouse,AAPL,Apple Inc. (NASDAQ),Sale (Full),05/07/2013,"$15,001 - $50,000",,"Wyden, Ron",,
536,,4,Spouse,BAC,Bank of America Corporation (NYSE),Sale (Full),05/07/2013,"$1,001 - $15,000",,"Wyden, Ron",,
